index,age,workclass,education,education_num,martial_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,country,target,adv_label,eq_odds_label,lfr_label,adv_pre_label,eq_pre_label,lfr_pre_label,adv_change,eq_change,lfr_change,all_methods_agree
23704,21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,,<=50K,0,0,0,0,0,0,0,0,0,1
5628,31,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,0,0,0,0,0,0,0,0,0,1
32048,21,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,2176,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27948,42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
18337,30,,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,46,United-States,>50K,1,0,0,0,0,0,1,0,0,0
11442,33,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,880,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24199,59,Private,Masters,14,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,1,1,1,0,0,0,1,1,1,1
25300,57,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29143,43,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
2098,52,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,0,0,0,1,1,1,-1,-1,-1,1
10250,33,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28490,42,State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,25,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18561,26,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
16101,58,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11287,24,State-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15280,30,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
7266,45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
21708,42,Private,Some-college,10,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
3066,20,Private,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29131,58,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1,1,1,1,1,1,0,0,0,1
13950,65,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6211,41,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
12173,55,Local-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,0,2246,40,United-States,>50K,0,1,0,0,0,0,0,1,0,0
8179,60,Private,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
32087,29,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9046,23,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
12377,21,,HS-grad,9,Never-married,,Other-relative,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
10187,21,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
25545,39,Private,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31141,53,Private,1st-4th,2,Divorced,Other-service,Unmarried,Black,Female,0,0,40,Dominican-Republic,<=50K,0,0,0,0,0,0,0,0,0,1
2666,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,43,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
7277,37,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18476,34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15996,58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
25455,31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
22075,19,,HS-grad,9,Never-married,,Other-relative,White,Female,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27418,49,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
10246,55,Private,Bachelors,13,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,55,Ireland,<=50K,0,1,0,0,0,0,0,1,0,0
18416,24,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28595,35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
10882,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
18310,18,Self-emp-not-inc,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
8631,37,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9649,39,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
32114,40,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
5590,78,,HS-grad,9,Widowed,,Not-in-family,White,Female,0,0,1,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31015,60,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1,1,1,1,1,1,0,0,0,1
2998,38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2829,0,30,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
25046,28,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,,<=50K,0,0,0,0,0,0,0,0,0,1
1832,46,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
23107,47,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
12005,47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,1,1,1,1,1,1,0,0,0,1
22229,18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
5925,57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,>50K,0,0,0,1,1,1,-1,-1,-1,1
959,42,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
24356,67,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,0,0,1,1,1,1,-1,-1,0,0
8586,23,Private,Some-college,10,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
21744,45,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
6200,37,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
25755,17,,11th,7,Never-married,,Own-child,White,Male,0,0,10,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
4439,24,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28441,52,Private,5th-6th,3,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,El-Salvador,<=50K,0,0,0,0,0,0,0,0,0,1
14826,56,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
626,34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,0,0,0,0,0,0,0,0,0,1
29840,43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
24964,44,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
8760,54,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,45,United-States,>50K,1,1,0,0,0,0,1,1,0,0
3831,48,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
22002,32,Private,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,40,,<=50K,0,0,0,0,0,0,0,0,0,1
18104,41,Private,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,<=50K,0,0,0,0,0,0,0,0,0,1
25089,39,Private,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,60,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28467,35,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,65,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6738,36,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15062,41,Private,Assoc-voc,11,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
22689,26,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29405,23,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
25390,20,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,0,0,25,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24173,27,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24368,40,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,1,0,0,0,0,0,1,0,0,0
3149,55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0,0,0,1,1,1,-1,-1,-1,1
32352,28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,<=50K,0,0,0,0,0,0,0,0,0,1
28284,25,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11478,73,Local-gov,5th-6th,3,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
1471,25,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
31918,26,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,45,United-States,>50K,0,0,0,0,0,0,0,0,0,1
14695,51,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,0,0,0,1,1,1,-1,-1,-1,1
31915,38,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,15,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
18353,40,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,48,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15452,64,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
10617,42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27337,31,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
278,25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24543,23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
7761,23,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
205,18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11702,44,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
19523,31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
22345,68,Private,5th-6th,3,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,22,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
20299,17,Private,10th,6,Never-married,Prof-specialty,Own-child,Other,Female,0,0,15,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
204,37,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
9322,26,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,El-Salvador,<=50K,0,0,0,0,0,0,0,0,0,1
6862,51,,Assoc-voc,11,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,>50K,1,0,0,1,1,1,0,-1,-1,0
23080,46,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
24728,32,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
16154,45,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
12973,26,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,80,,>50K,0,0,0,0,0,0,0,0,0,1
24386,62,,Some-college,10,Married-civ-spouse,,Husband,White,Male,7298,0,40,United-States,>50K,1,1,0,1,1,1,0,0,-1,0
24676,29,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K,1,1,1,1,1,1,0,0,0,1
5995,26,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
19895,53,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
11373,44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,48,United-States,>50K,1,1,1,1,1,1,0,0,0,1
8419,56,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,1,0,0,1,1,1,0,-1,-1,0
26904,26,Local-gov,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
24587,17,Private,10th,6,Never-married,Other-service,Own-child,Black,Male,0,0,15,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
17451,61,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,United-States,<=50K,0,1,0,1,1,1,-1,0,-1,0
24251,34,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11946,60,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,30,Hong,<=50K,0,1,0,0,0,0,0,1,0,0
18114,44,Private,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,60,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
19017,33,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
22590,39,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,30,United-States,>50K,1,1,1,0,0,0,1,1,1,1
5552,35,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
19138,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
4578,48,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,40,,<=50K,0,0,0,0,0,0,0,0,0,1
17719,22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
10486,20,,Some-college,10,Never-married,,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
20501,40,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
2414,44,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,2547,50,United-States,>50K,1,1,1,1,1,1,0,0,0,1
47,44,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,1,1,1,1,1,1,0,0,0,1
12093,24,,Some-college,10,Never-married,,Not-in-family,Asian-Pac-Islander,Male,99999,0,50,South,>50K,1,1,1,1,1,1,0,0,0,1
20765,55,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11390,30,Self-emp-not-inc,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
30061,33,,11th,7,Never-married,,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28472,51,Private,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
22975,28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28783,68,,10th,6,Married-civ-spouse,,Husband,White,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15604,50,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,>50K,1,1,1,1,1,1,0,0,0,1
8835,35,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6082,43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,70,United-States,>50K,1,1,1,1,1,1,0,0,0,1
10270,38,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
23308,39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,>50K,1,1,1,1,1,1,0,0,0,1
2712,20,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
32139,47,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
18763,48,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,1,1,1,1,1,0,0,0,1
14072,27,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
17186,37,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
847,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1,1,1,1,1,1,0,0,0,1
2982,43,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6644,58,Private,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
107,30,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
5778,18,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,20,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
2883,45,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,1,1,1,1,1,1,0,0,0,1
22483,26,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
886,23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,28,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
19421,26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
8876,18,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,11,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
12386,28,Local-gov,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
11411,21,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
26891,45,Private,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K,0,1,1,1,1,1,-1,0,0,0
3133,45,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,10520,0,48,United-States,>50K,0,0,0,0,0,0,0,0,0,1
8881,36,Self-emp-not-inc,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,0,0,75,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
7342,37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,0,0,0,0,0,0,0,0,0,1
1380,25,Private,Some-college,10,Separated,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
22994,41,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
12117,27,Local-gov,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15421,33,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29919,23,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
16004,64,,HS-grad,9,Divorced,,Not-in-family,White,Male,8614,0,40,United-States,>50K,0,0,0,0,0,0,0,0,0,1
17281,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
29071,46,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,1,0,0,1,1,1,0,-1,-1,0
17833,36,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
28972,27,Private,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27602,75,Self-emp-inc,HS-grad,9,Widowed,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,35,United-States,>50K,0,0,0,0,0,0,0,0,0,1
11693,51,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
15682,21,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
12136,20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
8725,48,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K,1,1,1,1,1,1,0,0,0,1
31319,36,State-gov,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
23013,29,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,0,0,0,0,0,0,0,0,0,1
19970,34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
6258,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
27009,20,,10th,6,Never-married,,Not-in-family,White,Female,0,0,30,United-States,<=50K,0,0,0,0,0,0,0,0,0,1
