,sex,biased_score
30908,1,0.580453097820282
46938,0,0.02389378473162651
1073,0,0.04205218702554703
57507,0,0.20889106392860413
54877,0,0.20889106392860413
21236,0,0.8851699233055115
12716,1,0.5506294369697571
41115,0,0.9249507784843445
52024,0,0.8608558177947998
42989,1,0.007541125640273094
59002,0,0.21869675815105438
43413,0,0.8143014907836914
54007,1,0.5472475290298462
8666,0,0.13682116568088531
48674,1,0.37004807591438293
15429,0,0.13682116568088531
34401,0,0.060259316116571426
12093,1,0.3902655243873596
41701,0,0.13613057136535645
46067,0,0.8608558177947998
40740,1,0.3373814821243286
31665,0,0.051161013543605804
13539,1,0.8817625045776367
54155,1,0.9399562478065491
38405,1,0.8787482976913452
44867,0,0.07631801813840866
38343,1,0.9821436405181885
6542,0,0.8143014907836914
22529,1,0.8530142903327942
8051,0,0.02668182924389839
21351,0,0.7759402990341187
41890,0,0.04205218702554703
45404,0,0.43145835399627686
59044,1,0.4415179193019867
24398,1,0.8277643322944641
38174,1,0.5472475290298462
38646,1,0.9417861700057983
9153,0,0.7096688747406006
10796,1,0.36634156107902527
54367,1,0.9557968974113464
38393,1,0.9399562478065491
48547,0,0.13613057136535645
2545,1,0.9449265599250793
17726,1,0.9449265599250793
19162,1,0.7963873744010925
28331,0,0.07631801813840866
12579,0,0.003225067863240838
53057,1,0.9417861700057983
17138,0,0.03729701787233353
14720,0,0.09689915925264359
5548,0,0.8608558177947998
17315,1,0.017238326370716095
6420,1,0.9106763601303101
12455,0,0.8614852428436279
19010,1,0.09814440459012985
9132,0,0.1918390989303589
10986,1,0.933598518371582
39103,1,0.783248782157898
26091,0,0.014529808424413204
58075,0,0.6854924559593201
8300,1,0.9399562478065491
47784,1,0.881015419960022
34790,0,0.18749931454658508
4821,0,0.8752301931381226
28305,1,0.017238326370716095
6183,1,0.933598518371582
19727,1,0.9029328227043152
44449,0,0.8671730756759644
24040,1,0.9399562478065491
32609,0,0.1641095131635666
27574,0,0.04205218702554703
51430,1,0.933598518371582
36371,1,0.9536880850791931
59983,0,0.052404388785362244
21098,0,0.13613057136535645
21331,1,0.444648802280426
38314,1,0.9417861700057983
10944,0,0.004088941495865583
9096,0,0.36628565192222595
9661,0,0.8608558177947998
15220,1,0.925398051738739
37119,0,0.13613057136535645
17364,1,0.37004807591438293
49389,0,0.06228902190923691
22765,0,0.13613057136535645
7546,1,0.5745612382888794
14705,0,0.13613057136535645
51157,1,0.3869040906429291
22163,1,0.925398051738739
54899,1,0.4415179193019867
2585,1,0.933598518371582
50999,1,0.580453097820282
8235,1,0.09814440459012985
45640,1,0.9160712957382202
16299,1,0.5754228234291077
36464,0,0.42653748393058777
46016,0,0.8608558177947998
41897,1,0.925398051738739
33208,0,0.3383135497570038
13466,0,0.03592991828918457
18406,0,0.1638220250606537
1138,1,0.20590651035308838
20252,0,0.5414791703224182
6236,1,0.5745612382888794
3342,1,0.4343738257884979
40462,1,0.925398051738739
52248,0,0.8575028777122498
12791,0,0.9085884690284729
34121,0,0.8608558177947998
29973,0,0.8851699233055115
16955,1,0.8530142903327942
31418,1,0.10209941864013672
24448,1,0.9575983285903931
13432,1,0.9160712957382202
44248,1,0.9915237426757812
40521,1,0.8045291304588318
49133,1,0.5754228234291077
2583,1,0.2190810889005661
26159,0,0.6659424304962158
909,0,0.42653748393058777
10716,0,0.06202348321676254
59146,1,0.11477667838335037
57319,0,0.1641095131635666
44769,0,0.023789668455719948
9228,0,0.09626597166061401
37778,0,0.06174570694565773
41796,0,0.011677788570523262
38906,0,0.8608558177947998
42697,0,0.8608558177947998
53031,1,0.5391050577163696
6454,1,0.8530142903327942
30931,1,0.5066258907318115
31293,0,0.051161013543605804
51688,1,0.6213075518608093
46846,0,0.18749931454658508
32564,1,0.5450478792190552
27464,1,0.4415179193019867
58041,0,0.13613057136535645
13570,1,0.9500959515571594
35056,0,0.03886004164814949
51868,1,0.5754228234291077
37043,1,0.8977410197257996
40413,0,0.1641095131635666
284,1,0.3772783577442169
2744,1,0.049524497240781784
49862,1,0.2995470464229584
16992,1,0.9399562478065491
12580,1,0.5754228234291077
40393,1,0.933598518371582
1330,1,0.9449265599250793
14367,0,0.21869675815105438
44824,1,0.9694393277168274
57847,1,0.9536880850791931
57600,1,0.901491641998291
60089,0,0.1037466749548912
22985,0,0.8575028777122498
9476,0,0.07631801813840866
23012,0,0.21869675815105438
5147,1,0.8927527666091919
11250,0,0.13682116568088531
22323,0,0.060259316116571426
56514,0,0.07502063363790512
11274,0,0.2211717665195465
37937,1,0.9889562129974365
20875,1,0.925398051738739
16661,0,0.8143014907836914
39643,0,0.7786139845848083
41759,1,0.925398051738739
58092,1,0.9399562478065491
54573,0,0.8440980315208435
13697,0,0.8609932661056519
7596,1,0.10209941864013672
25457,1,0.4266643226146698
59299,0,0.07631801813840866
48687,0,0.7430676221847534
14846,1,0.5754228234291077
212,0,0.6659424304962158
20083,0,0.09614115208387375
51445,1,0.3772783577442169
57646,1,0.9399562478065491
53449,1,0.925398051738739
38831,0,0.8608558177947998
11227,1,0.9449265599250793
15365,1,0.9865429401397705
22106,1,0.925398051738739
33254,0,0.10799358785152435
35852,0,0.7430676221847534
59818,0,0.8515620231628418
44317,0,0.8575028777122498
23643,1,0.5754228234291077
25410,1,0.9533494710922241
11471,0,0.20889106392860413
22224,0,0.09689915925264359
50213,1,0.4271640181541443
49754,1,0.3735223114490509
42879,1,0.9445201754570007
29781,1,0.7127712368965149
50588,0,0.07631801813840866
43775,0,0.03592991828918457
52599,0,0.023789668455719948
16915,1,0.09814440459012985
17869,1,0.925398051738739
4584,0,0.6854924559593201
38957,1,0.580453097820282
17671,0,0.006939058657735586
41234,1,0.5685655474662781
40228,1,0.9077948927879333
33342,0,0.04750603064894676
41260,1,0.007541125640273094
40330,1,0.580453097820282
37325,1,0.9449434280395508
28187,1,0.24893395602703094
28381,0,0.09689915925264359
32347,0,0.792762279510498
24763,0,0.045898422598838806
38695,1,0.017238326370716095
29331,0,0.0809527114033699
10669,1,0.9557968974113464
18523,1,0.052815116941928864
51852,1,0.049524497240781784
24820,1,0.9025172591209412
30834,1,0.3373814821243286
53173,0,0.09614115208387375
59452,1,0.9449434280395508
46775,0,0.9450938105583191
45146,1,0.3373814821243286
24697,0,0.06202348321676254
54605,1,0.007541125640273094
35567,1,0.5506294369697571
40483,1,0.9399562478065491
45659,1,0.6871395111083984
17216,1,0.5472475290298462
15715,0,0.003924577496945858
12017,1,0.3772783577442169
32219,0,0.05810455232858658
27668,1,0.2640570402145386
840,0,0.8441662788391113
34593,0,0.06202348321676254
55384,1,0.017238326370716095
13551,0,0.07631801813840866
2672,0,0.1641095131635666
12651,1,0.580453097820282
2702,1,0.12652309238910675
53269,1,0.4266643226146698
57184,0,0.21869675815105438
2950,1,0.8530142903327942
20339,1,0.9399562478065491
11144,0,0.20889106392860413
7451,0,0.18655365705490112
21404,1,0.5138913989067078
53437,1,0.22940102219581604
54264,1,0.8128947615623474
20975,0,0.04504237323999405
43836,0,0.8614852428436279
15763,1,0.925398051738739
48662,1,0.2640570402145386
27475,1,0.8817625045776367
10406,0,0.023789668455719948
12841,0,0.22236759960651398
6014,0,0.03729701787233353
57539,0,0.1641095131635666
23957,0,0.07631801813840866
21952,1,0.9449265599250793
44278,1,0.4343738257884979
20955,1,0.22940102219581604
3903,1,0.276359885931015
8340,1,0.22940102219581604
49025,0,0.06202348321676254
45639,0,0.28451773524284363
20932,0,0.24278941750526428
58342,0,0.8711018562316895
53880,0,0.8609932661056519
37227,0,0.13634616136550903
46054,0,0.026283085346221924
43435,1,0.9395362734794617
10191,1,0.9533494710922241
56763,1,0.5745612382888794
28741,1,0.3772783577442169
49991,0,0.8609932661056519
10064,1,0.8977317214012146
49112,0,0.8574855923652649
8537,0,0.8609932661056519
50845,1,0.9571071267127991
19480,0,0.1641095131635666
20653,1,0.9449265599250793
23335,0,0.08613941073417664
57138,1,0.933598518371582
37889,0,0.1037466749548912
51577,0,0.02803204581141472
54006,1,0.994774341583252
50555,0,0.17560960352420807
26176,0,0.09614115208387375
54952,1,0.9449265599250793
43373,1,0.8817625045776367
10011,1,0.8817625045776367
47560,0,0.01921267807483673
50179,0,0.6659424304962158
23006,0,0.21869675815105438
45030,0,0.06228902190923691
31570,1,0.4343738257884979
17979,0,0.13613057136535645
29199,0,0.8608558177947998
49964,0,0.9117692708969116
53925,1,0.8079143762588501
11492,0,0.07631801813840866
15162,1,0.017238326370716095
44047,0,0.7400627136230469
17314,0,0.09442749619483948
14504,0,0.22236759960651398
42321,0,0.8851699233055115
6630,1,0.580453097820282
58665,1,0.9865429401397705
15395,1,0.2128710001707077
40114,0,0.13682116568088531
11814,1,0.9075115323066711
18266,1,0.9399562478065491
16920,0,0.5057249665260315
34407,0,0.07282217592000961
5886,0,0.03729701787233353
25559,1,0.37004807591438293
27239,1,0.11943545192480087
50557,0,0.06202348321676254
29087,1,0.9449265599250793
3599,1,0.9160712957382202
47243,0,0.13613057136535645
20626,1,0.049524497240781784
36865,0,0.8752301931381226
15027,0,0.1918390989303589
57124,0,0.7400627136230469
52891,1,0.9399562478065491
56431,0,0.8614852428436279
54613,0,0.18749931454658508
30718,0,0.8462326526641846
28878,1,0.5754228234291077
44219,1,0.5685655474662781
44180,0,0.023789668455719948
15440,0,0.8614852428436279
30404,0,0.9085884690284729
18067,1,0.580453097820282
19302,1,0.3735223114490509
35029,1,0.4271640181541443
59650,0,0.10296931862831116
468,1,0.925398051738739
40052,0,0.025877485051751137
7351,0,0.7904796004295349
38286,1,0.16472317278385162
8179,1,0.2525724470615387
14353,0,0.8575028777122498
20852,0,0.7280623316764832
55363,0,0.7403351664543152
23810,1,0.5745612382888794
4507,1,0.8817625045776367
22804,1,0.8817625045776367
40411,1,0.017238326370716095
28997,0,0.006939058657735586
32454,0,0.1641095131635666
32600,1,0.9449265599250793
14359,0,0.07734468579292297
8502,0,0.060259316116571426
16260,1,0.17097967863082886
8999,1,0.1278720647096634
9307,1,0.4343738257884979
58353,0,0.17560960352420807
26307,1,0.8817625045776367
55047,1,0.8817625045776367
144,0,0.052404388785362244
58260,0,0.09614115208387375
20440,1,0.8530142903327942
13365,1,0.933598518371582
21465,0,0.42653748393058777
43496,1,0.9160712957382202
49058,0,0.15448470413684845
47900,0,0.18749931454658508
56207,1,0.925398051738739
21170,0,0.01921267807483673
52436,0,0.13682116568088531
32767,1,0.5506294369697571
38641,1,0.5754228234291077
1705,0,0.18655365705490112
48372,0,0.5301511287689209
23781,0,0.6659424304962158
18359,1,0.8079143762588501
3149,0,0.8143014907836914
40687,0,0.13613057136535645
59532,0,0.19648191332817078
7731,1,0.5264641046524048
12383,0,0.8575028777122498
20483,1,0.9449265599250793
317,1,0.5685655474662781
8145,1,0.9875119924545288
35297,1,0.925398051738739
33397,1,0.9566202759742737
15333,1,0.5506294369697571
10087,1,0.37004807591438293
57829,1,0.5754228234291077
13685,0,0.047591716051101685
13588,1,0.9504896402359009
40750,1,0.9358160495758057
55331,0,0.18749931454658508
12275,0,0.8608558177947998
56555,1,0.3869040906429291
5015,1,0.37004807591438293
7881,1,0.11943545192480087
34529,1,0.9915237426757812
40488,1,0.4415179193019867
55878,0,0.18655365705490112
37272,0,0.2973318099975586
27352,0,0.17560960352420807
17486,0,0.17560960352420807
41987,0,0.8609932661056519
34998,1,0.2640570402145386
5953,1,0.8530142903327942
14560,0,0.13613057136535645
14393,1,0.9399562478065491
35830,1,0.9449265599250793
31153,1,0.933598518371582
28915,0,0.04877917468547821
2835,0,0.8609932661056519
16164,1,0.925398051738739
10210,1,0.8820088505744934
52925,1,0.9449265599250793
22078,1,0.9512712955474854
16194,1,0.3735223114490509
42243,0,0.42653748393058777
19490,1,0.783248782157898
30361,1,0.5754228234291077
57866,0,0.1918390989303589
2143,1,0.8927527666091919
1983,0,0.13682116568088531
9174,1,0.9920679926872253
12850,1,0.9329015612602234
38165,1,0.4343738257884979
1360,0,0.18655365705490112
17946,0,0.1918390989303589
23952,0,0.060259316116571426
28657,1,0.9539139866828918
27551,1,0.5754228234291077
2870,1,0.933598518371582
11340,0,0.07631801813840866
7102,1,0.5685655474662781
60238,1,0.5322810411453247
37821,1,0.8530142903327942
14968,1,0.9284836649894714
59251,0,0.03927581012248993
52868,0,0.8608558177947998
2723,1,0.5745612382888794
40492,1,0.7765515446662903
36416,1,0.2128710001707077
17994,0,0.03729701787233353
14498,0,0.2532719373703003
60011,0,0.051161013543605804
19807,1,0.09814440459012985
3308,0,0.9489509463310242
7965,1,0.007541125640273094
8741,1,0.8817625045776367
23125,1,0.3902655243873596
51345,0,0.17560960352420807
45105,0,0.9871455430984497
6619,0,0.060259316116571426
47653,1,0.8977317214012146
41777,1,0.5506294369697571
52997,1,0.9449265599250793
17952,0,0.1641095131635666
41519,0,0.18655365705490112
58347,0,0.1641095131635666
5718,1,0.5745612382888794
50933,0,0.8614852428436279
3770,1,0.5745612382888794
14592,1,0.5754228234291077
32507,1,0.5754228234291077
27333,1,0.9160712957382202
20514,1,0.23584860563278198
4190,1,0.17097967863082886
13036,1,0.877109169960022
9478,1,0.9449434280395508
11083,0,0.07631801813840866
47835,1,0.5506294369697571
58394,0,0.17560960352420807
19297,0,0.8143014907836914
5450,1,0.9449434280395508
37686,0,0.01921267807483673
27960,0,0.8462326526641846
55879,0,0.9665540456771851
23904,0,0.06174570694565773
21899,0,0.8609932661056519
26079,0,0.023789668455719948
37209,0,0.8614852428436279
5574,1,0.9336274862289429
12697,1,0.2644193470478058
18403,0,0.060259316116571426
18783,0,0.06202348321676254
46540,0,0.13682116568088531
43640,1,0.3902655243873596
19363,1,0.5754228234291077
4167,0,0.8905282616615295
44836,0,0.01921267807483673
26588,1,0.017238326370716095
4329,0,0.796770453453064
26599,1,0.7182911038398743
1670,1,0.5745612382888794
40094,0,0.04205218702554703
4611,1,0.22940102219581604
34872,1,0.580453097820282
16061,0,0.060259316116571426
53367,0,0.03974485397338867
43549,0,0.13613057136535645
20380,0,0.8143014907836914
40967,1,0.9399562478065491
42069,1,0.12769532203674316
24259,0,0.06174570694565773
22054,0,0.8614852428436279
12647,1,0.1546940803527832
44527,0,0.1918390989303589
21432,1,0.34815919399261475
40098,1,0.35405978560447693
35659,0,0.09614115208387375
37157,1,0.4181254506111145
293,1,0.3373814821243286
31755,0,0.07631801813840866
40562,1,0.933598518371582
54075,1,0.10209941864013672
31064,1,0.933598518371582
46881,0,0.1641095131635666
52317,0,0.09306962043046951
19015,1,0.9575983285903931
59222,1,0.9449265599250793
18896,0,0.10853730887174606
45036,0,0.17865946888923645
23717,1,0.10209941864013672
58239,0,0.13613057136535645
1269,0,0.07502063363790512
42469,1,0.5506294369697571
45879,0,0.8608558177947998
10834,1,0.22940102219581604
36662,1,0.5506294369697571
57504,0,0.931796669960022
50939,1,0.444648802280426
59003,0,0.8515620231628418
58412,0,0.18655365705490112
40233,0,0.18749931454658508
24743,0,0.18749931454658508
52191,1,0.2128710001707077
6526,1,0.925398051738739
44896,0,0.9160597920417786
44426,0,0.13613057136535645
20900,0,0.8905282616615295
13517,1,0.9140002727508545
6016,1,0.3735223114490509
58436,0,0.18749931454658508
21603,1,0.5754228234291077
47600,0,0.8609932661056519
4105,0,0.6854924559593201
20947,0,0.8143014907836914
49418,1,0.9336274862289429
48323,1,0.20590651035308838
15145,1,0.8530142903327942
31903,0,0.8711018562316895
424,0,0.18749931454658508
45300,0,0.9509832859039307
41932,0,0.01921267807483673
59999,1,0.5754228234291077
55705,0,0.13613057136535645
4789,0,0.643689751625061
47725,0,0.02687828429043293
52560,1,0.9449265599250793
11639,1,0.5506294369697571
55370,1,0.8974310755729675
50181,1,0.4181254506111145
15808,0,0.05870930105447769
33284,0,0.060259316116571426
2967,1,0.925398051738739
43977,0,0.06228902190923691
22952,1,0.5685655474662781
11488,0,0.13613057136535645
32268,1,0.09814440459012985
21244,1,0.925398051738739
52254,1,0.06338809430599213
13212,1,0.5745612382888794
21624,0,0.8614852428436279
40000,0,0.7493951320648193
48712,1,0.36550021171569824
30518,1,0.017238326370716095
10342,0,0.7035703659057617
11293,0,0.5414791703224182
48262,1,0.933598518371582
22689,1,0.9449265599250793
13720,1,0.925398051738739
19519,1,0.9582420587539673
21246,0,0.1641095131635666
52341,0,0.06228902190923691
29252,1,0.9557968974113464
37625,1,0.017085382714867592
40510,0,0.045898422598838806
9206,0,0.13682116568088531
47056,1,0.5685655474662781
20218,1,0.5506294369697571
52129,1,0.5472475290298462
39341,1,0.276359885931015
52929,0,0.7759402990341187
52219,0,0.04766998812556267
40359,1,0.8902434706687927
38019,0,0.2211717665195465
20161,1,0.9399562478065491
48452,0,0.06174570694565773
26550,0,0.38015657663345337
2367,0,0.040388718247413635
11656,1,0.5472475290298462
25381,0,0.21869675815105438
47257,1,0.4271640181541443
23515,0,0.02803204581141472
57273,0,0.8575028777122498
34311,1,0.9449434280395508
30256,0,0.21869675815105438
25376,0,0.13682116568088531
2751,0,0.7258490324020386
17746,1,0.9612234234809875
6103,1,0.8530142903327942
29949,1,0.8902434706687927
43053,0,0.8916951417922974
53479,1,0.5745612382888794
42269,0,0.09689915925264359
29232,1,0.9449265599250793
38821,0,0.8143014907836914
51843,1,0.017238326370716095
59421,1,0.8977317214012146
39778,0,0.19648191332817078
3370,1,0.15300221741199493
36222,1,0.4415179193019867
22464,1,0.2190810889005661
39100,1,0.933598518371582
22861,0,0.8575028777122498
36575,1,0.9568262696266174
37579,1,0.5754228234291077
32823,0,0.09689915925264359
26457,1,0.925398051738739
59233,1,0.04131743684411049
38845,0,0.8192750811576843
11583,1,0.08088880032300949
60116,0,0.0595877543091774
27885,1,0.5745612382888794
36080,1,0.8977317214012146
15262,0,0.13634616136550903
12650,1,0.8927527666091919
58297,1,0.9399562478065491
33488,1,0.9564341902732849
36242,1,0.7526552677154541
2561,1,0.049524497240781784
25393,0,0.06174570694565773
6280,0,0.006939058657735586
23292,1,0.9449265599250793
37090,1,0.2128710001707077
60392,0,0.07631801813840866
4704,0,0.03974485397338867
33516,1,0.8977317214012146
4746,0,0.8143014907836914
11089,0,0.04205218702554703
43229,0,0.9063723683357239
35974,1,0.8079143762588501
37255,0,0.8916951417922974
30992,0,0.7759402990341187
43387,1,0.35405978560447693
33316,0,0.05810455232858658
58474,1,0.9399562478065491
42232,1,0.9449434280395508
29033,1,0.24893395602703094
22415,1,0.9399562478065491
2355,0,0.8513009548187256
37174,0,0.8575028777122498
58884,1,0.8530142903327942
35507,1,0.5506294369697571
57908,0,0.06810035556554794
54167,0,0.1918390989303589
4085,0,0.8515620231628418
4425,0,0.13613057136535645
20752,1,0.21709363162517548
25247,0,0.7258490324020386
41928,0,0.8575028777122498
5630,1,0.8927527666091919
18235,0,0.06202348321676254
16154,0,0.8254886865615845
6022,0,0.1641095131635666
18536,0,0.8851699233055115
55619,1,0.22940102219581604
26145,1,0.007541125640273094
53010,1,0.30526453256607056
28041,1,0.5685655474662781
28199,0,0.8143014907836914
58975,0,0.1918390989303589
10708,1,0.35405978560447693
17857,0,0.21463057398796082
20117,1,0.10209941864013672
53849,1,0.2128710001707077
30381,1,0.45627522468566895
11486,1,0.11943545192480087
8615,1,0.007541125640273094
48385,1,0.8927527666091919
4851,1,0.3902655243873596
31727,1,0.2772219479084015
11640,0,0.023789668455719948
59821,1,0.37004807591438293
10109,0,0.8462326526641846
45527,0,0.05810455232858658
16873,0,0.09689915925264359
49611,0,0.18655365705490112
43777,1,0.2332032471895218
25703,1,0.8530142903327942
5186,0,0.8614852428436279
31544,0,0.06228902190923691
54151,1,0.07237834483385086
9522,1,0.5685655474662781
15331,0,0.07631801813840866
52714,1,0.007541125640273094
29809,1,0.10209941864013672
40741,1,0.8817625045776367
37850,1,0.8530142903327942
20321,1,0.8530142903327942
59458,1,0.049524497240781784
6904,1,0.8530142903327942
20430,0,0.09442749619483948
57627,1,0.3373814821243286
13160,0,0.8752301931381226
58057,1,0.9512712955474854
54965,1,0.8729767799377441
44048,0,0.21869675815105438
54499,1,0.5745612382888794
58081,1,0.5754228234291077
19176,0,0.1641095131635666
19545,1,0.9480878710746765
19900,0,0.1918390989303589
38721,1,0.9557968974113464
51,0,0.8143014907836914
48160,1,0.09814440459012985
10000,0,0.42035233974456787
11134,1,0.276359885931015
47724,0,0.03592991828918457
9648,1,0.9141694903373718
43071,1,0.07144161313772202
5806,0,0.03729701787233353
54221,1,0.9399562478065491
6238,1,0.049524497240781784
37205,0,0.3923408091068268
30244,1,0.925398051738739
23895,0,0.5950309038162231
54907,1,0.9925287961959839
29207,0,0.06202348321676254
8552,0,0.051161013543605804
27846,0,0.8143014907836914
12200,0,0.38015657663345337
45472,1,0.933598518371582
7608,1,0.9557968974113464
51128,0,0.8614852428436279
42368,1,0.10209941864013672
35753,1,0.5506294369697571
33349,0,0.01921267807483673
13135,0,0.8608558177947998
47634,0,0.04396391287446022
57762,0,0.9450938105583191
47667,0,0.03589508309960365
3861,1,0.580453097820282
24207,0,0.13613057136535645
3749,1,0.9449265599250793
39140,1,0.5472475290298462
59913,1,0.5745612382888794
50286,1,0.03995634242892265
34151,0,0.2973318099975586
12569,1,0.5754228234291077
7718,0,0.22236759960651398
20625,0,0.06034624204039574
31938,1,0.9449434280395508
25844,1,0.9449265599250793
38816,0,0.8462326526641846
48319,1,0.9694393277168274
46221,0,0.8905282616615295
7007,0,0.13634616136550903
48524,0,0.8905282616615295
42524,1,0.5745612382888794
37568,0,0.07631801813840866
54684,1,0.37004807591438293
15321,0,0.04205218702554703
22720,1,0.017238326370716095
8215,1,0.9539139866828918
20200,0,0.01921267807483673
20651,0,0.07282217592000961
21520,0,0.06202348321676254
1243,1,0.8817625045776367
32147,0,0.9563105702400208
21826,0,0.05781204625964165
54114,1,0.22940102219581604
20314,0,0.8440980315208435
20405,1,0.9033746719360352
904,0,0.051161013543605804
30628,0,0.9563105702400208
59521,0,0.8515620231628418
33601,0,0.8608558177947998
29790,1,0.9449434280395508
28653,0,0.8614852428436279
53488,0,0.7400627136230469
35445,1,0.35405978560447693
30237,0,0.03697365149855614
41198,0,0.8608558177947998
25518,0,0.09689915925264359
42943,1,0.44066673517227173
10687,1,0.017238326370716095
54325,0,0.052404388785362244
58588,0,0.06202348321676254
6495,1,0.9482784271240234
11514,1,0.5472475290298462
35409,1,0.7438129186630249
39446,0,0.13613057136535645
19759,1,0.027860304340720177
24097,0,0.17560960352420807
36354,1,0.9449265599250793
53028,0,0.42035233974456787
17454,0,0.8024867177009583
20501,0,0.17560960352420807
42556,0,0.6659424304962158
20049,1,0.9536880850791931
31374,1,0.444648802280426
50745,0,0.8752301931381226
23704,0,0.06202348321676254
18405,1,0.580453097820282
57389,1,0.9399562478065491
38475,1,0.5745612382888794
41997,1,0.5506294369697571
16454,0,0.7258490324020386
38513,1,0.9160712957382202
12978,0,0.01921267807483673
37219,0,0.06228902190923691
49732,0,0.1918390989303589
47589,1,0.506356418132782
59478,0,0.06228902190923691
2505,0,0.1641095131635666
42019,0,0.17560960352420807
43907,0,0.17560960352420807
41600,1,0.9242897033691406
25829,0,0.17560960352420807
53334,1,0.035455524921417236
11735,0,0.06228902190923691
30507,0,0.17560960352420807
57092,1,0.9449265599250793
34025,1,0.5506294369697571
16179,0,0.060259316116571426
52388,1,0.5745612382888794
34608,1,0.901491641998291
11319,1,0.9449434280395508
19699,0,0.0771668404340744
54441,1,0.8530142903327942
28715,0,0.18655365705490112
17934,0,0.18655365705490112
27280,1,0.09814440459012985
22328,0,0.09626597166061401
56476,0,0.8575028777122498
56241,1,0.3772783577442169
51169,0,0.17560960352420807
33785,1,0.017238326370716095
29099,0,0.8614852428436279
2134,1,0.9445201754570007
30989,1,0.4271640181541443
50149,1,0.8530142903327942
57232,0,0.9450938105583191
10988,0,0.03592991828918457
35727,1,0.9533494710922241
52157,1,0.5745612382888794
34634,0,0.9295228719711304
55088,1,0.10209941864013672
19018,0,0.8515620231628418
8709,0,0.06202348321676254
13389,0,0.8608558177947998
29620,1,0.783248782157898
33919,0,0.06228902190923691
39923,1,0.017238326370716095
12080,0,0.047591716051101685
53302,1,0.9160712957382202
39413,1,0.901491641998291
30281,1,0.9383471608161926
22127,1,0.052815116941928864
28366,0,0.05810455232858658
54976,1,0.33510103821754456
21130,0,0.02328965812921524
10701,1,0.22903524339199066
53323,1,0.580453097820282
47277,0,0.7759402990341187
47772,0,0.1641095131635666
12044,1,0.9557968974113464
37628,0,0.6261075139045715
25679,1,0.09814440459012985
16867,1,0.9915237426757812
10048,0,0.06228902190923691
5961,0,0.06228902190923691
10723,1,0.22940102219581604
8794,0,0.06174570694565773
17140,0,0.5638620853424072
24562,0,0.023789668455719948
1778,1,0.783248782157898
40323,1,0.9399562478065491
16380,0,0.8609932661056519
3297,0,0.6854924559593201
5795,0,0.8671730756759644
56870,0,0.07631801813840866
38761,0,0.09307333827018738
3265,1,0.580453097820282
16545,0,0.8513009548187256
23255,0,0.028672736138105392
26680,1,0.9141694903373718
42360,1,0.2772219479084015
40130,0,0.17560960352420807
13066,1,0.2640570402145386
19523,1,0.901491641998291
53,1,0.8927527666091919
39875,0,0.8515620231628418
17098,0,0.017502987757325172
32850,1,0.20590651035308838
40841,0,0.1641095131635666
23822,0,0.01921267807483673
16302,1,0.4063304662704468
13229,1,0.5472475290298462
13850,1,0.35405978560447693
53364,0,0.7759402990341187
29647,0,0.1641095131635666
29226,1,0.9395362734794617
16205,1,0.580453097820282
54913,0,0.8609932661056519
38501,1,0.5685655474662781
5126,0,0.8575028777122498
11197,1,0.21792878210544586
41536,1,0.580453097820282
32195,1,0.8977317214012146
16877,0,0.1729944944381714
41078,1,0.5472475290298462
7777,1,0.9449434280395508
26265,1,0.925398051738739
10475,1,0.9033746719360352
20842,1,0.9449265599250793
21725,0,0.015434781089425087
32054,0,0.42035233974456787
19880,0,0.18655365705490112
57053,0,0.07631801813840866
47329,1,0.8807311654090881
49063,1,0.10209941864013672
20242,0,0.2310764640569687
34886,1,0.8977317214012146
11252,1,0.15300221741199493
27982,1,0.5506294369697571
5820,0,0.8614852428436279
49116,1,0.3373814821243286
16505,0,0.18655365705490112
44985,1,0.8530142903327942
43475,1,0.17097967863082886
8778,1,0.9399562478065491
8928,1,0.9713713526725769
22135,1,0.44066673517227173
9540,1,0.580453097820282
31290,0,0.06202348321676254
34385,1,0.8045291304588318
7859,0,0.45052239298820496
16428,1,0.5506294369697571
55278,1,0.9862449765205383
19256,1,0.2772219479084015
11254,0,0.006939058657735586
56157,1,0.8277643322944641
27795,1,0.3373814821243286
15273,1,0.37004807591438293
12148,0,0.25042644143104553
44978,1,0.48934176564216614
34267,1,0.5745612382888794
39890,1,0.9449434280395508
35779,0,0.25694647431373596
7338,0,0.0809527114033699
13336,1,0.933598518371582
45689,0,0.06228902190923691
28777,1,0.5745612382888794
28319,0,0.8908093571662903
19986,0,0.3936132788658142
9896,1,0.3869040906429291
56363,1,0.8927527666091919
17592,0,0.006939058657735586
56082,1,0.10456683486700058
39879,1,0.9449265599250793
35533,0,0.2356882393360138
17898,0,0.051161013543605804
6233,0,0.03247318044304848
2613,0,0.7494853734970093
22400,1,0.8530142903327942
3683,0,0.06174570694565773
16142,1,0.9417861700057983
11180,0,0.18655365705490112
42176,1,0.9395362734794617
36574,0,0.20889106392860413
55365,1,0.2190810889005661
11368,1,0.5472475290298462
48282,1,0.052815116941928864
8896,1,0.933598518371582
28108,0,0.7035703659057617
4379,0,0.8608558177947998
47870,1,0.3368527293205261
12591,0,0.7400627136230469
20929,1,0.3902655243873596
33182,1,0.8927527666091919
16710,1,0.580453097820282
40874,1,0.5754228234291077
22836,1,0.5685655474662781
58387,0,0.8609932661056519
35386,0,0.15662412345409393
37968,1,0.9417861700057983
50101,0,0.09306962043046951
